region,date,week_day,retail and recreation,grocery and pharmacy,parks,transit_stations,workplaces,residential,mese,holidays,daily_vax,tot_vax,news_score,active_cases,new_cases,tot_deaths,new_deaths,tot_hospitalization,color
Tuscany,28/02/2020,5,-2,-1,21,-8,0,1,2,N,,0,-3.333333333,7,6,0,0,5,
Umbria,28/02/2020,5,-2,1,12,-1,1,0,2,N,,0,-3.333333333,0,0,0,0,0,
Veneto,28/02/2020,5,-10,-4,10,-28,-15,7,2,N,,0,-3.333333333,149,40,2,0,33,
Abruzzo,29/02/2020,6,-2,2,21,-7,0,1,2,N,,0,-10,2,1,0,0,2,
Aosta,29/02/2020,6,-1,7,7,3,-1,2,2,N,,0,-10,0,0,0,0,0,
Apulia,29/02/2020,6,-4,2,4,-10,-2,2,2,N,,0,-10,3,0,0,0,1,
Basilicata,29/02/2020,6,-2,1,2,8,1,2,2,N,,0,-10,0,0,0,0,0,
Calabria,29/02/2020,6,-4,-1,10,-14,0,2,2,N,,0,-10,1,0,0,0,0,
Campania,29/02/2020,6,-3,2,12,-5,-10,2,2,N,,0,-10,13,9,0,0,3,
Emilia-Romagna,29/02/2020,6,-13,1,4,-23,-16,5,2,N,,0,-10,213,72,4,2,97,
Friuli-Venezia Giulia,29/02/2020,6,-10,-1,16,-16,-12,4,2,N,,0,-10,0,0,0,0,0,
Italia,29/02/2020,6,-10,-2,2,-16,-9,3,2,N,,,-10,1049,240,29,8,506,
Lazio,29/02/2020,6,-2,0,13,-6,1,0,2,N,,0,-10,3,3,0,0,3,
Liguria,29/02/2020,6,-16,-4,-20,-21,-3,5,2,N,,0,-10,38,23,0,0,5,
Lombardy,29/02/2020,6,-24,-5,-12,-34,-20,8,2,N,,0,-10,552,84,23,6,336,
Marche,29/02/2020,6,-8,1,13,-10,-13,5,2,N,,0,-10,11,5,0,0,8,
Molise,29/02/2020,6,4,4,12,1,2,1,2,N,,0,-10,0,0,0,0,0,
Piedmont,29/02/2020,6,-12,-1,-8,-18,-7,5,2,N,,0,-10,11,0,0,0,7,
Sardinia,29/02/2020,6,-2,1,17,4,0,0,2,N,,0,-10,0,0,0,0,0,
Sicily,29/02/2020,6,-7,-2,3,-13,-4,2,2,N,,0,-10,2,0,0,0,1,
Trentino-South Tyrol,29/02/2020,6,-7,0,-3,-9,-7,3,2,N,,0,-10,1,0,0,0,1,
Tuscany,29/02/2020,6,-5,-2,18,-7,1,1,2,N,,0,-10,10,3,0,0,7,
Umbria,29/02/2020,6,-3,2,25,0,1,1,2,N,,0,-10,0,0,0,0,0,
Veneto,29/02/2020,6,-13,-1,-2,-26,-16,5,2,N,,0,-10,189,40,2,0,35,
Abruzzo,01/03/2020,7,-7,4,-2,-11,-2,2,3,N,,0,-6.666666667,5,3,0,0,3,
Aosta,01/03/2020,7,-1,11,6,-2,-2,2,3,N,,0,-6.666666667,0,0,0,0,0,
Apulia,01/03/2020,7,-5,1,23,-11,-3,2,3,N,,0,-6.666666667,3,0,0,0,1,
Basilicata,01/03/2020,7,1,2,19,-1,0,1,3,N,,0,-6.666666667,0,0,0,0,0,
Calabria,01/03/2020,7,1,1,44,-13,-1,1,3,N,,0,-6.666666667,1,0,0,0,0,
Campania,01/03/2020,7,-11,-1,-16,-14,-2,2,3,N,,0,-6.666666667,17,4,0,0,4,
Emilia-Romagna,01/03/2020,7,-26,-5,-39,-38,-8,6,3,N,,0,-6.666666667,277,68,8,4,140,
Friuli-Venezia Giulia,01/03/2020,7,-34,-13,-71,-40,-9,9,3,N,,0,-6.666666667,6,6,0,0,0,
Italia,01/03/2020,7,-19,-5,-30,-26,-5,4,3,N,,,-6.666666667,1577,566,34,5,779,
Lazio,01/03/2020,7,-17,-6,-40,-22,-3,3,3,N,,0,-6.666666667,3,0,0,0,3,
Liguria,01/03/2020,7,-22,-8,-42,-31,-9,6,3,N,,0,-6.666666667,21,-17,0,0,13,
Lombardy,01/03/2020,7,-33,-9,-38,-40,-14,7,3,N,,0,-6.666666667,887,369,24,1,512,
Marche,01/03/2020,7,-16,1,-21,-17,-4,5,3,N,,0,-6.666666667,25,14,0,0,17,
Molise,01/03/2020,7,4,4,6,-2,0,2,3,N,,0,-6.666666667,0,0,0,0,0,
Piedmont,01/03/2020,7,-11,-2,3,-14,-3,3,3,N,,0,-6.666666667,49,38,0,0,13,
Sardinia,01/03/2020,7,-3,1,-18,0,-1,1,3,N,,0,-6.666666667,0,0,0,0,0,
Sicily,01/03/2020,7,-4,-1,27,-11,-2,1,3,N,,0,-6.666666667,7,5,0,0,1,
Trentino-South Tyrol,01/03/2020,7,-21,-6,-45,-27,-4,6,3,N,,0,-6.666666667,1,0,0,0,1,
Tuscany,01/03/2020,7,-22,-11,-58,-30,-4,6,3,N,,0,-6.666666667,12,2,0,0,7,
Umbria,01/03/2020,7,-17,-1,-32,-11,-4,4,3,N,,0,-6.666666667,2,2,0,0,0,
Veneto,01/03/2020,7,-30,-8,-65,-42,-10,8,3,N,,0,-6.666666667,261,72,2,0,64,
Abruzzo,02/03/2020,1,-3,3,-6,-7,1,1,3,N,,0,0,5,0,0,0,3,
Aosta,02/03/2020,1,-8,2,-21,-10,-1,3,3,N,,0,0,0,0,0,0,0,
Apulia,02/03/2020,1,-3,3,4,-9,0,1,3,N,,0,0,4,1,0,0,2,
Basilicata,02/03/2020,1,-2,3,1,-8,1,0,3,N,,0,0,0,0,0,0,0,
Calabria,02/03/2020,1,-1,3,20,-12,0,1,3,N,,0,0,1,0,0,0,0,
Campania,02/03/2020,1,-8,0,-16,-10,-3,2,3,N,,0,0,17,0,0,0,4,
Emilia-Romagna,02/03/2020,1,-14,-6,-25,-31,-10,6,3,N,,0,0,324,50,11,3,164,
Friuli-Venezia Giulia,02/03/2020,1,-12,-5,-21,-29,-13,7,3,N,,0,0,9,3,0,0,0,
Italia,02/03/2020,1,-13,-7,-26,-25,-9,5,3,N,,,0,1835,342,52,18,908,
Lazio,02/03/2020,1,-12,-7,-29,-13,1,2,3,N,,0,0,4,1,0,0,3,
Liguria,02/03/2020,1,-26,-23,-47,-30,-18,9,3,N,,0,0,18,-3,0,0,13,
Lombardy,02/03/2020,1,-26,-18,-53,-44,-20,11,3,N,,0,0,1077,270,38,14,605,
Marche,02/03/2020,1,-7,-1,-8,-13,-2,3,3,N,,0,0,34,10,1,1,23,
Molise,02/03/2020,1,-2,-1,-17,1,1,1,3,N,,0,0,0,0,0,0,0,
Piedmont,02/03/2020,1,-15,-10,-38,-29,-15,7,3,N,,0,0,51,2,0,0,14,
Sardinia,02/03/2020,1,-8,0,-24,-8,-1,2,3,N,,0,0,0,0,0,0,0,
Sicily,02/03/2020,1,-4,0,0,-13,-5,2,3,N,,0,0,5,-2,0,0,2,
Trentino-South Tyrol,02/03/2020,1,-15,-9,-36,-14,0,3,3,N,,0,0,1,0,0,0,1,
Tuscany,02/03/2020,1,-11,-6,-34,-14,0,3,3,N,,0,0,12,0,0,0,7,
Umbria,02/03/2020,1,-10,-3,-22,-9,1,2,3,N,,0,0,2,0,0,0,0,
Veneto,02/03/2020,1,-19,-9,-40,-36,-13,7,3,N,,0,0,271,10,2,0,67,
Abruzzo,03/03/2020,2,-2,1,-3,-10,1,1,3,N,,0,3.333333333,6,1,0,0,5,
Aosta,03/03/2020,2,0,4,5,-1,0,0,3,N,,0,3.333333333,0,0,0,0,0,
Apulia,03/03/2020,2,-4,0,-4,-10,-1,2,3,N,,0,3.333333333,6,2,0,0,2,
Basilicata,03/03/2020,2,-4,0,-5,-8,0,1,3,N,,0,3.333333333,1,1,0,0,0,
Calabria,03/03/2020,2,-5,-3,-12,-16,-4,2,3,N,,0,3.333333333,1,0,0,0,0,
Campania,03/03/2020,2,-7,-1,-16,-11,-2,2,3,N,,0,3.333333333,30,13,0,0,11,
Emilia-Romagna,03/03/2020,2,-12,-6,-20,-31,-13,7,3,N,,0,3.333333333,398,85,18,7,211,
Friuli-Venezia Giulia,03/03/2020,2,-7,-2,-11,-24,-13,6,3,N,,0,3.333333333,13,4,0,0,1,
Italia,03/03/2020,2,-7,-1,-9,-21,-8,4,3,N,,,3.333333333,2263,466,79,27,1263,
Lazio,03/03/2020,2,-7,-1,-24,-14,0,2,3,N,,0,3.333333333,11,7,0,0,10,
Liguria,03/03/2020,2,-1,4,22,-12,-12,4,3,N,,0,3.333333333,19,2,1,1,14,
Lombardy,03/03/2020,2,-13,-1,16,-35,-19,9,3,N,,0,3.333333333,1326,266,55,17,865,
Marche,03/03/2020,2,-7,-1,-1,-13,-2,3,3,N,,0,3.333333333,59,26,2,1,40,
Molise,03/03/2020,2,2,-1,-4,-1,1,1,3,N,,0,3.333333333,3,3,0,0,3,
Piedmont,03/03/2020,2,-2,1,21,-20,-14,5,3,N,,0,3.333333333,56,5,0,0,16,
Sardinia,03/03/2020,2,-4,2,-9,-9,0,2,3,N,,0,3.333333333,1,1,0,0,1,
Sicily,03/03/2020,2,-7,-3,-7,-12,0,2,3,N,,0,3.333333333,5,0,0,0,2,
Trentino-South Tyrol,03/03/2020,2,-9,-1,-19,-9,0,2,3,N,,0,3.333333333,5,4,0,0,2,
Tuscany,03/03/2020,2,-7,-3,-18,-14,0,2,3,N,,0,3.333333333,18,6,0,0,10,
Umbria,03/03/2020,2,-6,0,-17,-8,2,2,3,N,,0,3.333333333,8,6,0,0,2,
Veneto,03/03/2020,2,-11,-2,-21,-33,-13,7,3,N,,0,3.333333333,297,34,3,1,68,
Abruzzo,04/03/2020,3,-2,5,-4,-11,0,1,3,N,,0,-10,7,1,0,0,7,
Aosta,04/03/2020,3,3,4,7,-2,-1,1,3,N,,0,-10,0,0,0,0,0,
Apulia,04/03/2020,3,-3,5,7,-11,0,1,3,N,,0,-10,7,3,1,1,4,
Basilicata,04/03/2020,3,-2,4,1,-3,2,1,3,N,,0,-10,1,0,0,0,0,
Calabria,04/03/2020,3,-5,2,1,-17,-2,2,3,N,,0,-10,1,0,0,0,0,
Campania,04/03/2020,3,-5,2,-9,-9,-1,1,3,N,,0,-10,31,1,0,0,11,
Emilia-Romagna,04/03/2020,3,-13,-4,-6,-30,-13,7,3,N,,0,-10,516,124,22,4,282,
Friuli-Venezia Giulia,04/03/2020,3,-7,0,-3,-23,-13,6,3,N,,0,-10,18,5,0,0,3,
Italia,04/03/2020,3,-7,1,8,-19,-8,4,3,N,,,-10,2706,587,107,28,1641,
Lazio,04/03/2020,3,-5,4,-8,-11,1,1,3,N,,0,-10,27,16,0,0,18,
Liguria,04/03/2020,3,-3,2,20,-11,-12,4,3,N,,0,-10,21,2,1,0,13,
Lombardy,04/03/2020,3,-14,-1,46,-34,-19,8,3,N,,0,-10,1497,300,73,18,1086,
Marche,04/03/2020,3,-12,0,-16,-22,-12,7,3,N,,0,-10,80,23,4,2,49,
Molise,04/03/2020,3,1,2,-15,-4,0,1,3,N,,0,-10,3,0,0,0,3,
Piedmont,04/03/2020,3,-4,1,25,-21,-13,5,3,N,,0,-10,82,26,0,0,39,
Sardinia,04/03/2020,3,-1,4,8,-3,1,1,3,N,,0,-10,2,1,0,0,1,
Sicily,04/03/2020,3,-8,-1,-17,-13,-2,2,3,N,,0,-10,16,11,0,0,5,
Trentino-South Tyrol,04/03/2020,3,-3,1,0,-2,0,1,3,N,,0,-10,6,1,0,0,2,
Tuscany,04/03/2020,3,-4,1,0,-11,0,1,3,N,,0,-10,37,19,0,0,17,
Umbria,04/03/2020,3,-6,4,-5,-4,2,2,3,N,,0,-10,9,1,0,0,2,
Veneto,04/03/2020,3,-8,-2,3,-27,-12,5,3,N,,0,-10,345,53,6,3,99,
Abruzzo,05/03/2020,4,-4,7,13,-16,-15,5,3,N,,0,-5,8,1,0,0,8,
Aosta,05/03/2020,4,-21,-3,-31,-18,-15,9,3,N,,0,-5,2,2,0,0,0,
Apulia,05/03/2020,4,-5,6,4,-21,-16,5,3,N,,0,-5,12,5,1,0,6,
Basilicata,05/03/2020,4,-3,6,14,-16,-17,4,3,N,,0,-5,1,0,0,0,0,
Calabria,05/03/2020,4,-7,7,3,-19,-19,5,3,N,,0,-5,2,1,0,0,1,
Campania,05/03/2020,4,-6,4,-1,-17,-16,5,3,N,,0,-5,45,14,0,0,12,
Emilia-Romagna,05/03/2020,4,-16,-5,-13,-32,-14,8,3,N,,0,-5,658,154,30,8,359,
Friuli-Venezia Giulia,05/03/2020,4,-9,1,2,-24,-13,6,3,N,,0,-5,21,3,0,0,4,
Italia,05/03/2020,4,-12,0,-12,-28,-16,7,3,N,,,-5,3296,769,148,41,2141,
Lazio,05/03/2020,4,-10,6,-7,-22,-15,6,3,N,,0,-5,41,14,0,0,27,
Liguria,05/03/2020,4,-20,-10,-36,-26,-15,8,3,N,,0,-5,21,2,3,2,14,
Lombardy,05/03/2020,4,-22,-6,-31,-42,-21,11,3,N,,0,-5,1777,431,98,25,1413,
Marche,05/03/2020,4,-11,0,7,-20,-13,7,3,N,,0,-5,120,40,4,0,76,
Molise,05/03/2020,4,-3,5,-4,-16,-16,5,3,N,,0,-5,7,4,0,0,4,
Piedmont,05/03/2020,4,-14,-3,-23,-27,-15,7,3,N,,0,-5,106,26,2,2,60,
Sardinia,05/03/2020,4,-4,5,7,-15,-15,5,3,N,,0,-5,2,0,0,0,2,
Sicily,05/03/2020,4,-7,4,2,-19,-18,5,3,N,,0,-5,16,0,0,0,5,
Trentino-South Tyrol,05/03/2020,4,-12,1,-24,-21,-14,7,3,N,,0,-5,8,2,0,0,3,
Tuscany,05/03/2020,4,-14,-1,-27,-26,-13,7,3,N,,0,-5,60,23,0,0,29,
Umbria,05/03/2020,4,-9,4,-5,-14,-13,6,3,N,,0,-5,9,0,0,0,2,
Veneto,05/03/2020,4,-12,-1,-15,-32,-13,6,3,N,,0,-5,380,47,10,4,116,
Abruzzo,06/03/2020,5,-9,3,-3,-22,-16,6,3,N,,0,0,9,1,0,0,9,
Aosta,06/03/2020,5,-4,9,5,-9,-14,6,3,N,,0,0,7,5,0,0,0,
Apulia,06/03/2020,5,-13,2,-14,-29,-17,7,3,N,,0,0,15,3,1,0,6,
Basilicata,06/03/2020,5,-13,4,-11,-24,-19,7,3,N,,0,0,3,2,0,0,1,
Calabria,06/03/2020,5,-16,-1,-13,-28,-21,7,3,N,,0,0,4,2,0,0,2,
Campania,06/03/2020,5,-14,-1,-25,-27,-18,7,3,N,,0,0,57,12,0,0,12,
Emilia-Romagna,06/03/2020,5,-17,-1,-9,-34,-15,8,3,N,,0,0,816,172,37,7,450,
Friuli-Venezia Giulia,06/03/2020,5,-15,-1,-21,-28,-14,8,3,N,,0,0,28,10,0,0,4,
Italia,06/03/2020,5,-15,0,-8,-29,-17,8,3,N,,,0,3916,778,197,49,2856,
Lazio,06/03/2020,5,-16,2,-15,-26,-16,8,3,N,,0,0,50,10,1,1,34,
Liguria,06/03/2020,5,-4,5,41,-15,-14,5,3,N,,0,0,24,4,3,0,17,
Lombardy,06/03/2020,5,-20,-2,1,-40,-22,11,3,N,,0,0,2008,361,135,37,1931,
Marche,06/03/2020,5,-16,-2,-8,-25,-14,8,3,N,,0,0,155,35,4,0,93,
Molise,06/03/2020,5,-10,0,-20,-21,-18,7,3,N,,0,0,12,5,0,0,5,
Piedmont,06/03/2020,5,-13,0,4,-25,-15,8,3,N,,0,0,139,35,4,2,87,
Sardinia,06/03/2020,5,-11,2,-10,-20,-16,6,3,N,,0,0,5,3,0,0,2,
Sicily,06/03/2020,5,-12,1,-3,-24,-18,6,3,N,,0,0,22,6,0,0,7,
Trentino-South Tyrol,06/03/2020,5,-11,-2,-10,-21,-13,7,3,N,,0,0,14,6,0,0,8,
Tuscany,06/03/2020,5,-13,1,-9,-26,-14,7,3,N,,0,0,78,18,0,0,40,
Umbria,06/03/2020,5,-15,2,-14,-19,-13,7,3,N,,0,0,16,7,0,0,4,
Veneto,06/03/2020,5,-14,0,-9,-33,-13,7,3,N,,0,0,454,81,12,2,144,
Abruzzo,07/03/2020,6,-18,6,-17,-31,-17,8,3,N,,0,-6.666666667,11,2,0,0,11,
Aosta,07/03/2020,6,-6,7,2,-7,-6,5,3,N,,0,-6.666666667,8,1,0,0,1,
Apulia,07/03/2020,6,-22,4,-28,-34,-18,8,3,N,,0,-6.666666667,23,9,2,1,11,
Basilicata,07/03/2020,6,-22,2,-35,-37,-23,9,3,N,,0,-6.666666667,3,0,0,0,1,
Calabria,07/03/2020,6,-22,0,-37,-34,-21,8,3,N,,0,-6.666666667,4,0,0,0,2,
Campania,07/03/2020,6,-22,4,-29,-28,-14,7,3,N,,0,-6.666666667,61,4,0,0,16,
Emilia-Romagna,07/03/2020,6,-22,5,-8,-31,-18,8,3,N,,0,-6.666666667,937,140,48,11,528,
Friuli-Venezia Giulia,07/03/2020,6,-13,3,25,-16,-13,5,3,N,,0,-6.666666667,39,11,0,0,8,
Italia,07/03/2020,6,-19,1,2,-24,-15,6,3,N,,,-6.666666667,5061,1247,233,36,3218,
Lazio,07/03/2020,6,-18,4,-3,-23,-8,5,3,N,,0,-6.666666667,72,22,1,0,51,
Liguria,07/03/2020,6,-13,3,32,-10,-3,3,3,N,,0,-6.666666667,42,19,4,1,32,
Lombardy,07/03/2020,6,-25,-1,54,-31,-19,7,3,N,,0,-6.666666667,2742,808,154,19,2020,
Marche,07/03/2020,6,-22,3,-22,-27,-18,10,3,N,,0,-6.666666667,201,48,6,2,130,
Molise,07/03/2020,6,-22,0,-28,-25,-18,9,3,N,,0,-6.666666667,14,2,0,0,5,
Piedmont,07/03/2020,6,-15,2,26,-17,-8,5,3,N,,0,-6.666666667,202,64,5,1,148,
Sardinia,07/03/2020,6,-18,3,-13,-23,-19,6,3,N,,0,-6.666666667,5,0,0,0,2,
Sicily,07/03/2020,6,-21,0,-29,-27,-15,7,3,N,,0,-6.666666667,33,11,0,0,8,
Trentino-South Tyrol,07/03/2020,6,-9,2,9,-9,-8,4,3,N,,0,-6.666666667,23,9,0,0,15,
Tuscany,07/03/2020,6,-18,2,14,-23,-14,6,3,N,,0,-6.666666667,112,34,0,0,61,
Umbria,07/03/2020,6,-19,6,-2,-17,-14,7,3,N,,0,-6.666666667,24,8,0,0,4,
Veneto,07/03/2020,6,-16,2,8,-27,-16,5,3,N,,0,-6.666666667,505,55,13,1,164,
Abruzzo,08/03/2020,7,-27,10,-13,-32,-9,7,3,N,,0,-10,17,6,0,0,14,
Aosta,08/03/2020,7,-26,13,-24,-23,-5,5,3,N,,0,-10,9,1,0,0,1,
Apulia,08/03/2020,7,-32,3,-15,-36,-11,8,3,N,,0,-10,36,14,3,1,20,
Basilicata,08/03/2020,7,-28,0,-23,-26,-11,7,3,N,,0,-10,4,1,0,0,2,
Calabria,08/03/2020,7,-31,0,-33,-40,-10,7,3,N,,0,-10,9,5,0,0,5,
Campania,08/03/2020,7,-29,0,-20,-29,-8,6,3,N,,0,-10,100,40,0,0,37,
Emilia-Romagna,08/03/2020,7,-37,7,26,-33,-13,7,3,N,,0,-10,1097,170,56,8,617,
Friuli-Venezia Giulia,08/03/2020,7,-16,9,41,-7,-5,3,3,N,,0,-10,53,15,1,1,8,
Italia,08/03/2020,7,-32,3,1,-27,-10,6,3,N,,,-10,6387,1492,366,133,4207,
Lazio,08/03/2020,7,-23,4,11,-30,-8,4,3,N,,0,-10,81,11,3,2,55,
Liguria,08/03/2020,7,-21,4,3,-18,-7,4,3,N,,0,-10,67,27,6,2,50,
Lombardy,08/03/2020,7,-48,-1,16,-42,-19,8,3,N,,0,-10,3372,769,267,113,2616,
Marche,08/03/2020,7,-31,4,1,-22,-12,8,3,N,,0,-10,265,65,7,1,151,
Molise,08/03/2020,7,-24,4,-13,-18,-10,8,3,N,,0,-10,14,0,0,0,6,
Piedmont,08/03/2020,7,-34,5,-2,-25,-8,6,3,N,,0,-10,355,153,5,0,290,
Sardinia,08/03/2020,7,-19,6,15,-16,-6,4,3,N,,0,-10,11,6,0,0,5,
Sicily,08/03/2020,7,-31,-2,-29,-34,-10,7,3,N,,0,-10,51,18,0,0,18,
Trentino-South Tyrol,08/03/2020,7,-14,4,6,-8,-8,3,3,N,,0,-10,32,9,0,0,17,
Tuscany,08/03/2020,7,-23,-3,13,-21,-8,5,3,N,,0,-10,165,53,0,0,98,
Umbria,08/03/2020,7,-27,8,7,-6,-7,6,3,N,,0,-10,26,2,0,0,4,
Veneto,08/03/2020,7,-31,8,12,-26,-11,5,3,N,,0,-10,623,127,18,5,193,
Abruzzo,09/03/2020,1,-23,5,-6,-38,-22,9,3,N,,0,-10,30,13,0,0,25,
Aosta,09/03/2020,1,-29,4,-23,-32,-21,10,3,N,,0,-10,15,6,0,0,4,
Apulia,09/03/2020,1,-24,4,-12,-39,-23,9,3,N,,0,-10,46,10,3,0,26,
Basilicata,09/03/2020,1,-23,1,-13,-29,-25,9,3,N,,0,-10,5,1,0,0,2,
Calabria,09/03/2020,1,-26,0,-16,-40,-27,10,3,N,,0,-10,9,2,0,0,8,
Campania,09/03/2020,1,-26,2,-23,-37,-25,10,3,N,,0,-10,119,19,0,0,50,
Emilia-Romagna,09/03/2020,1,-34,-4,-21,-45,-20,12,3,N,,0,-10,1286,206,70,14,666,
Friuli-Venezia Giulia,09/03/2020,1,-21,1,1,-31,-16,8,3,N,,0,-10,89,36,1,0,19,
Italia,09/03/2020,1,-30,-1,-24,-42,-24,11,3,N,,,-10,7985,1797,463,97,5049,
Lazio,09/03/2020,1,-28,2,-24,-39,-25,11,3,N,,0,-10,94,15,5,2,63,
Liguria,09/03/2020,1,-31,-8,-42,-38,-22,11,3,N,,0,-10,97,31,7,1,77,
Lombardy,09/03/2020,1,-42,-9,-35,-57,-31,16,3,N,,0,-10,4490,1280,333,66,3242,
Marche,09/03/2020,1,-27,-3,-14,-35,-20,11,3,N,,0,-10,313,51,10,3,183,
Molise,09/03/2020,1,-22,-7,-19,-27,-24,9,3,N,,0,-10,14,0,0,0,6,
Piedmont,09/03/2020,1,-31,-2,-19,-42,-24,12,3,N,,0,-10,337,-10,13,8,272,
Sardinia,09/03/2020,1,-27,4,-30,-35,-24,10,3,N,,0,-10,19,8,0,0,8,
Sicily,09/03/2020,1,-25,1,-23,-37,-25,9,3,N,,0,-10,52,1,0,0,19,
Trentino-South Tyrol,09/03/2020,1,-28,-2,-38,-34,-18,9,3,N,,0,-10,42,10,0,0,20,
Tuscany,09/03/2020,1,-28,-1,-34,-38,-19,10,3,N,,0,-10,206,42,1,1,116,
Umbria,09/03/2020,1,-24,0,-7,-25,-18,9,3,N,,0,-10,28,2,0,0,6,
Veneto,09/03/2020,1,-30,0,-22,-45,-19,10,3,N,,0,-10,694,74,20,2,237,
Abruzzo,10/03/2020,2,-41,1,-35,-51,-31,15,3,N,,0,-10,37,8,1,1,26,
Aosta,10/03/2020,2,-51,-3,-40,-51,-28,15,3,N,,0,-10,17,2,0,0,2,
Apulia,10/03/2020,2,-41,1,-38,-50,-31,14,3,N,,0,-10,55,9,3,0,34,
Basilicata,10/03/2020,2,-39,-1,-27,-41,-32,13,3,N,,0,-10,7,2,0,0,2,
Calabria,10/03/2020,2,-42,-2,-28,-47,-35,14,3,N,,0,-10,11,2,0,0,10,
Campania,10/03/2020,2,-44,-1,-43,-50,-34,15,3,N,,0,-10,126,7,0,0,41,
Emilia-Romagna,10/03/2020,2,-44,-5,-23,-50,-27,16,3,N,,0,-10,1417,147,85,15,767,
Friuli-Venezia Giulia,10/03/2020,2,-37,9,-21,-41,-21,13,3,N,,0,-10,110,23,3,2,33,
Italia,10/03/2020,2,-43,-2,-32,-51,-31,16,3,N,,,-10,8514,977,631,168,5915,
Lazio,10/03/2020,2,-44,-2,-37,-52,-36,17,3,N,,0,-10,99,14,6,1,65,
Liguria,10/03/2020,2,-39,-2,-24,-42,-29,14,3,N,,0,-10,128,32,8,1,86,
Lombardy,10/03/2020,2,-50,-8,-25,-61,-38,20,3,N,,0,-10,4427,322,468,135,3785,
Marche,10/03/2020,2,-41,-1,-30,-45,-26,15,3,N,,0,-10,381,71,13,3,206,
Molise,10/03/2020,2,-37,-11,-40,-37,-30,13,3,N,,0,-10,15,1,0,0,6,
Piedmont,10/03/2020,2,-43,-7,-21,-51,-30,16,3,N,,0,-10,436,103,17,4,372,
Sardinia,10/03/2020,2,-41,3,-20,-41,-30,13,3,N,,0,-10,20,1,0,0,9,
Sicily,10/03/2020,2,-43,-2,-43,-47,-32,14,3,N,,0,-10,60,8,0,0,19,
Trentino-South Tyrol,10/03/2020,2,-45,2,-47,-41,-25,13,3,N,,0,-10,88,48,0,0,40,
Tuscany,10/03/2020,2,-42,-4,-26,-45,-27,15,3,N,,0,-10,260,56,1,0,131,
Umbria,10/03/2020,2,-40,2,-22,-36,-25,14,3,N,,0,-10,37,9,0,0,10,
Veneto,10/03/2020,2,-39,1,-30,-50,-23,14,3,N,,0,-10,783,112,26,6,271,
Abruzzo,11/03/2020,3,-52,-18,-36,-60,-38,18,3,N,,0,-10,37,0,1,0,26,
Aosta,11/03/2020,3,-58,-24,-39,-51,-35,17,3,N,,0,-10,19,3,1,1,2,
Apulia,11/03/2020,3,-50,-15,-39,-58,-36,16,3,N,,0,-10,71,18,5,2,42,
Basilicata,11/03/2020,3,-48,-17,-30,-46,-36,15,3,N,,0,-10,8,1,0,0,2,
Calabria,11/03/2020,3,-56,-22,-43,-58,-42,18,3,N,,0,-10,17,6,0,0,12,
Campania,11/03/2020,3,-55,-17,-49,-59,-42,18,3,N,,0,-10,149,27,1,1,67,
Emilia-Romagna,11/03/2020,3,-50,-11,-20,-54,-32,18,3,N,,0,-10,1588,206,113,28,849,
Friuli-Venezia Giulia,11/03/2020,3,-48,-6,-24,-48,-27,17,3,N,,0,-10,110,10,6,3,21,
Italia,11/03/2020,3,-52,-14,-32,-57,-37,19,3,N,,,-10,10590,2313,827,196,6866,
Lazio,11/03/2020,3,-53,-15,-38,-60,-44,21,3,N,,0,-10,125,34,6,0,85,
Liguria,11/03/2020,3,-50,-15,-41,-50,-36,18,3,N,,0,-10,181,53,8,0,108,
Lombardy,11/03/2020,3,-57,-13,-23,-65,-43,22,3,N,,0,-10,5763,1489,617,149,4412,
Marche,11/03/2020,3,-50,-14,-28,-48,-32,18,3,N,,0,-10,461,85,18,5,278,
Molise,11/03/2020,3,-46,-19,-36,-45,-35,15,3,N,,0,-10,16,1,0,0,7,
Piedmont,11/03/2020,3,-50,-14,-19,-56,-35,19,3,N,,0,-10,480,48,21,4,394,
Sardinia,11/03/2020,3,-53,-19,-30,-50,-37,16,3,N,,0,-10,37,17,0,0,10,
Sicily,11/03/2020,3,-51,-17,-43,-55,-38,16,3,N,,0,-10,81,21,0,0,24,
Trentino-South Tyrol,11/03/2020,3,-55,-16,-44,-47,-32,16,3,N,,0,-10,149,62,0,0,44,
Tuscany,11/03/2020,3,-51,-17,-31,-52,-34,18,3,N,,0,-10,314,56,1,0,141,
Umbria,11/03/2020,3,-50,-16,-27,-40,-31,17,3,N,,0,-10,44,9,0,0,12,
Veneto,11/03/2020,3,-48,-6,-37,-55,-27,16,3,N,,0,-10,940,167,29,3,330,
Abruzzo,12/03/2020,4,-70,-29,-61,-67,-50,24,3,N,,0,-10,78,46,2,1,59,
Aosta,12/03/2020,4,-74,-27,-54,-58,-44,23,3,N,,0,-10,26,7,1,0,7,
Apulia,12/03/2020,4,-66,-26,-59,-67,-47,21,3,N,,0,-10,98,27,5,0,60,
Basilicata,12/03/2020,4,-65,-27,-45,-61,-45,20,3,N,,0,-10,8,0,0,0,2,
Calabria,12/03/2020,4,-71,-32,-60,-66,-53,22,3,N,,0,-10,32,14,0,0,16,
Campania,12/03/2020,4,-70,-27,-65,-68,-51,23,3,N,,0,-10,174,25,1,0,67,
Emilia-Romagna,12/03/2020,4,-68,-17,-51,-63,-40,23,3,N,,0,-10,1758,208,146,33,926,
